demarcation_code,financial_year,item_code,item_label,amount,id
LIM335,2012,unauthorised,Unauthorised Expenditure,,457
LIM335,2012,irregular,Irregular Expenditure,28416000,458
LIM335,2012,fruitless,Fruitless and Wasteful Expenditure,,459
DC33,2012,unauthorised,Unauthorised Expenditure,,460
DC33,2012,irregular,Irregular Expenditure,152470000,461
DC33,2012,fruitless,Fruitless and Wasteful Expenditure,1160000,462
LIM341,2012,unauthorised,Unauthorised Expenditure,3053000,463
LIM341,2012,irregular,Irregular Expenditure,61867000,464
LIM341,2012,fruitless,Fruitless and Wasteful Expenditure,,465
LIM342,2012,unauthorised,Unauthorised Expenditure,10638000,466
LIM342,2012,irregular,Irregular Expenditure,1930000,467
LIM342,2012,fruitless,Fruitless and Wasteful Expenditure,271000,468
LIM343,2012,unauthorised,Unauthorised Expenditure,,469
LIM343,2012,irregular,Irregular Expenditure,28042000,470
LIM343,2012,fruitless,Fruitless and Wasteful Expenditure,676000,471
LIM344,2012,unauthorised,Unauthorised Expenditure,57872000,472
LIM344,2012,irregular,Irregular Expenditure,821000,473
LIM344,2012,fruitless,Fruitless and Wasteful Expenditure,1100000,474
DC34,2012,unauthorised,Unauthorised Expenditure,5754000,475
DC34,2012,irregular,Irregular Expenditure,606476000,476
DC34,2012,fruitless,Fruitless and Wasteful Expenditure,1857000,477
LIM351,2012,unauthorised,Unauthorised Expenditure,8676000,478
LIM351,2012,irregular,Irregular Expenditure,6846000,479
LIM351,2012,fruitless,Fruitless and Wasteful Expenditure,119000,480
LIM352,2012,unauthorised,Unauthorised Expenditure,5228000,481
LIM352,2012,irregular,Irregular Expenditure,21029000,482
LIM352,2012,fruitless,Fruitless and Wasteful Expenditure,283000,483
LIM353,2012,unauthorised,Unauthorised Expenditure,,484
LIM353,2012,irregular,Irregular Expenditure,,485
LIM353,2012,fruitless,Fruitless and Wasteful Expenditure,,486
LIM354,2012,unauthorised,Unauthorised Expenditure,140440000,487
LIM354,2012,irregular,Irregular Expenditure,1784000,488
LIM354,2012,fruitless,Fruitless and Wasteful Expenditure,154933000,489
LIM355,2012,unauthorised,Unauthorised Expenditure,,490
LIM355,2012,irregular,Irregular Expenditure,42088000,491
LIM355,2012,fruitless,Fruitless and Wasteful Expenditure,2678000,492
DC35,2012,unauthorised,Unauthorised Expenditure,,493
DC35,2012,irregular,Irregular Expenditure,1359000,494
DC35,2012,fruitless,Fruitless and Wasteful Expenditure,12968000,495
LIM361,2012,unauthorised,Unauthorised Expenditure,125209000,496
LIM361,2012,irregular,Irregular Expenditure,33209000,497
LIM361,2012,fruitless,Fruitless and Wasteful Expenditure,1019000,498
LIM362,2012,unauthorised,Unauthorised Expenditure,,499
LIM362,2012,irregular,Irregular Expenditure,14564000,500
LIM362,2012,fruitless,Fruitless and Wasteful Expenditure,167000,501
LIM364,2012,unauthorised,Unauthorised Expenditure,4036000,502
LIM364,2012,irregular,Irregular Expenditure,5200000,503
LIM364,2012,fruitless,Fruitless and Wasteful Expenditure,164000,504
LIM365,2012,unauthorised,Unauthorised Expenditure,16370000,505
LIM365,2012,irregular,Irregular Expenditure,5552000,506
LIM365,2012,fruitless,Fruitless and Wasteful Expenditure,557000,507
LIM366,2012,unauthorised,Unauthorised Expenditure,25067000,508
LIM366,2012,irregular,Irregular Expenditure,,509
LIM366,2012,fruitless,Fruitless and Wasteful Expenditure,222000,510
LIM367,2012,unauthorised,Unauthorised Expenditure,,511
LIM367,2012,irregular,Irregular Expenditure,15142000,512
LIM367,2012,fruitless,Fruitless and Wasteful Expenditure,16000,513
DC36,2012,unauthorised,Unauthorised Expenditure,,514
DC36,2012,irregular,Irregular Expenditure,52000,515
DC36,2012,fruitless,Fruitless and Wasteful Expenditure,24000,516
MP301,2012,unauthorised,Unauthorised Expenditure,953000,517
MP301,2012,irregular,Irregular Expenditure,63786000,518
MP301,2012,fruitless,Fruitless and Wasteful Expenditure,674000,519
MP302,2012,unauthorised,Unauthorised Expenditure,,520
MP302,2012,irregular,Irregular Expenditure,,521
MP302,2012,fruitless,Fruitless and Wasteful Expenditure,,522
MP303,2012,unauthorised,Unauthorised Expenditure,,523
MP303,2012,irregular,Irregular Expenditure,,524
MP303,2012,fruitless,Fruitless and Wasteful Expenditure,1554000,525
MP304,2012,unauthorised,Unauthorised Expenditure,,526
MP304,2012,irregular,Irregular Expenditure,2800000,527
MP304,2012,fruitless,Fruitless and Wasteful Expenditure,,528
MP305,2012,unauthorised,Unauthorised Expenditure,198486000,529
MP305,2012,irregular,Irregular Expenditure,5964000,530
MP305,2012,fruitless,Fruitless and Wasteful Expenditure,8234000,531
MP306,2012,unauthorised,Unauthorised Expenditure,51801000,532
MP306,2012,irregular,Irregular Expenditure,8583000,533
MP306,2012,fruitless,Fruitless and Wasteful Expenditure,615000,534
MP307,2012,unauthorised,Unauthorised Expenditure,137159000,535
MP307,2012,irregular,Irregular Expenditure,24438000,536
MP307,2012,fruitless,Fruitless and Wasteful Expenditure,10986000,537
DC30,2012,unauthorised,Unauthorised Expenditure,29216000,538
DC30,2012,irregular,Irregular Expenditure,4432000,539
DC30,2012,fruitless,Fruitless and Wasteful Expenditure,,540
MP311,2012,unauthorised,Unauthorised Expenditure,,541
MP311,2012,irregular,Irregular Expenditure,,542
MP311,2012,fruitless,Fruitless and Wasteful Expenditure,,543
MP312,2012,unauthorised,Unauthorised Expenditure,0,544
MP312,2012,irregular,Irregular Expenditure,22891000,545
MP312,2012,fruitless,Fruitless and Wasteful Expenditure,1882000,546
MP313,2012,unauthorised,Unauthorised Expenditure,,547
MP313,2012,irregular,Irregular Expenditure,,548
MP313,2012,fruitless,Fruitless and Wasteful Expenditure,250884000,549
MP314,2012,unauthorised,Unauthorised Expenditure,2891000,550
MP314,2012,irregular,Irregular Expenditure,,551
MP314,2012,fruitless,Fruitless and Wasteful Expenditure,151000,552
MP315,2012,unauthorised,Unauthorised Expenditure,,553
MP315,2012,irregular,Irregular Expenditure,24158000,554
MP315,2012,fruitless,Fruitless and Wasteful Expenditure,,555
MP316,2012,unauthorised,Unauthorised Expenditure,,556
MP316,2012,irregular,Irregular Expenditure,,557
MP316,2012,fruitless,Fruitless and Wasteful Expenditure,,558
DC31,2012,unauthorised,Unauthorised Expenditure,,559
DC31,2012,irregular,Irregular Expenditure,12800000,560
DC31,2012,fruitless,Fruitless and Wasteful Expenditure,,561
MP321,2012,unauthorised,Unauthorised Expenditure,5916000,562
MP321,2012,irregular,Irregular Expenditure,17476000,563
MP321,2012,fruitless,Fruitless and Wasteful Expenditure,3671000,564
MP322,2012,unauthorised,Unauthorised Expenditure,6191000,565
MP322,2012,irregular,Irregular Expenditure,1277000,566
MP322,2012,fruitless,Fruitless and Wasteful Expenditure,4352000,567
MP323,2012,unauthorised,Unauthorised Expenditure,,568
MP323,2012,irregular,Irregular Expenditure,,569
MP323,2012,fruitless,Fruitless and Wasteful Expenditure,169000,570
MP324,2012,unauthorised,Unauthorised Expenditure,100880000,571
MP324,2012,irregular,Irregular Expenditure,28665000,572
MP324,2012,fruitless,Fruitless and Wasteful Expenditure,3069000,573
MP325,2012,unauthorised,Unauthorised Expenditure,233670000,574
MP325,2012,irregular,Irregular Expenditure,480373000,575
MP325,2012,fruitless,Fruitless and Wasteful Expenditure,,576
DC32,2012,unauthorised,Unauthorised Expenditure,,577
DC32,2012,irregular,Irregular Expenditure,,578
DC32,2012,fruitless,Fruitless and Wasteful Expenditure,,579
NC451,2012,unauthorised,Unauthorised Expenditure,,580
NC451,2012,irregular,Irregular Expenditure,325000,581
NC451,2012,fruitless,Fruitless and Wasteful Expenditure,,582
NC452,2012,unauthorised,Unauthorised Expenditure,45136000,583
NC452,2012,irregular,Irregular Expenditure,60280000,584
NC452,2012,fruitless,Fruitless and Wasteful Expenditure,214000,585
NC453,2012,unauthorised,Unauthorised Expenditure,,586
NC453,2012,irregular,Irregular Expenditure,,587
NC453,2012,fruitless,Fruitless and Wasteful Expenditure,,588
DC45,2012,unauthorised,Unauthorised Expenditure,5587000,589
DC45,2012,irregular,Irregular Expenditure,61024000,590
DC45,2012,fruitless,Fruitless and Wasteful Expenditure,766000,591
NC061,2012,unauthorised,Unauthorised Expenditure,479000,592
NC061,2012,irregular,Irregular Expenditure,1510000,593
NC061,2012,fruitless,Fruitless and Wasteful Expenditure,,594
NC062,2012,unauthorised,Unauthorised Expenditure,24836000,595
NC062,2012,irregular,Irregular Expenditure,28713000,596
NC062,2012,fruitless,Fruitless and Wasteful Expenditure,0,597
NC064,2012,unauthorised,Unauthorised Expenditure,16739000,598
NC064,2012,irregular,Irregular Expenditure,2662000,599
NC064,2012,fruitless,Fruitless and Wasteful Expenditure,172000,600
NC065,2012,unauthorised,Unauthorised Expenditure,7647000,601
NC065,2012,irregular,Irregular Expenditure,1722000,602
NC065,2012,fruitless,Fruitless and Wasteful Expenditure,11000,603
NC066,2012,unauthorised,Unauthorised Expenditure,,604
NC066,2012,irregular,Irregular Expenditure,,605
NC066,2012,fruitless,Fruitless and Wasteful Expenditure,,606
NC067,2012,unauthorised,Unauthorised Expenditure,5627000,607
NC067,2012,irregular,Irregular Expenditure,3539000,608
NC067,2012,fruitless,Fruitless and Wasteful Expenditure,28000,609
DC6,2012,unauthorised,Unauthorised Expenditure,1050000,610
DC6,2012,irregular,Irregular Expenditure,,611
DC6,2012,fruitless,Fruitless and Wasteful Expenditure,,612
NC071,2012,unauthorised,Unauthorised Expenditure,5819000,613
NC071,2012,irregular,Irregular Expenditure,10349000,614
NC071,2012,fruitless,Fruitless and Wasteful Expenditure,226000,615
NC072,2012,unauthorised,Unauthorised Expenditure,31736000,616
NC072,2012,irregular,Irregular Expenditure,4291000,617
NC072,2012,fruitless,Fruitless and Wasteful Expenditure,,618
NC073,2012,unauthorised,Unauthorised Expenditure,512000,619
NC073,2012,irregular,Irregular Expenditure,16258000,620
NC073,2012,fruitless,Fruitless and Wasteful Expenditure,,621
NC074,2012,unauthorised,Unauthorised Expenditure,279000,622
NC074,2012,irregular,Irregular Expenditure,1889000,623
NC074,2012,fruitless,Fruitless and Wasteful Expenditure,,624
NC075,2012,unauthorised,Unauthorised Expenditure,14930000,625
NC075,2012,irregular,Irregular Expenditure,29633000,626
NC075,2012,fruitless,Fruitless and Wasteful Expenditure,182000,627
NC076,2012,unauthorised,Unauthorised Expenditure,3308000,628
NC076,2012,irregular,Irregular Expenditure,31500000,629
NC076,2012,fruitless,Fruitless and Wasteful Expenditure,352000,630
NC077,2012,unauthorised,Unauthorised Expenditure,20009000,631
NC077,2012,irregular,Irregular Expenditure,13378000,632
NC077,2012,fruitless,Fruitless and Wasteful Expenditure,3023000,633
NC078,2012,unauthorised,Unauthorised Expenditure,11244000,634
NC078,2012,irregular,Irregular Expenditure,4189000,635
NC078,2012,fruitless,Fruitless and Wasteful Expenditure,120000,636
DC7,2012,unauthorised,Unauthorised Expenditure,,637
DC7,2012,irregular,Irregular Expenditure,5888000,638
DC7,2012,fruitless,Fruitless and Wasteful Expenditure,7000,639
NC081,2012,unauthorised,Unauthorised Expenditure,3073000,640
NC081,2012,irregular,Irregular Expenditure,4682000,641
NC081,2012,fruitless,Fruitless and Wasteful Expenditure,144000,642
NC082,2012,unauthorised,Unauthorised Expenditure,86357000,643
NC082,2012,irregular,Irregular Expenditure,5701000,644
NC082,2012,fruitless,Fruitless and Wasteful Expenditure,62000,645
NC083,2012,unauthorised,Unauthorised Expenditure,123523000,646
NC083,2012,irregular,Irregular Expenditure,7197000,647
NC083,2012,fruitless,Fruitless and Wasteful Expenditure,107000,648
NC084,2012,unauthorised,Unauthorised Expenditure,966000,649
NC084,2012,irregular,Irregular Expenditure,9851000,650
NC084,2012,fruitless,Fruitless and Wasteful Expenditure,172000,651
NC085,2012,unauthorised,Unauthorised Expenditure,210554000,652
NC085,2012,irregular,Irregular Expenditure,6632000,653
NC085,2012,fruitless,Fruitless and Wasteful Expenditure,6541000,654
NC086,2012,unauthorised,Unauthorised Expenditure,8017000,655
NC086,2012,irregular,Irregular Expenditure,1318000,656
NC086,2012,fruitless,Fruitless and Wasteful Expenditure,,657
DC8,2012,unauthorised,Unauthorised Expenditure,16209000,658
DC8,2012,irregular,Irregular Expenditure,3602000,659
DC8,2012,fruitless,Fruitless and Wasteful Expenditure,113000,660
NC091,2012,unauthorised,Unauthorised Expenditure,,661
NC091,2012,irregular,Irregular Expenditure,6786000,662
NC091,2012,fruitless,Fruitless and Wasteful Expenditure,1138000,663
NC092,2012,unauthorised,Unauthorised Expenditure,,664
NC092,2012,irregular,Irregular Expenditure,,665
NC092,2012,fruitless,Fruitless and Wasteful Expenditure,,666
NC093,2012,unauthorised,Unauthorised Expenditure,20873000,667
NC093,2012,irregular,Irregular Expenditure,,668
NC093,2012,fruitless,Fruitless and Wasteful Expenditure,402000,669
NC094,2012,unauthorised,Unauthorised Expenditure,41171000,670
NC094,2012,irregular,Irregular Expenditure,8652000,671
NC094,2012,fruitless,Fruitless and Wasteful Expenditure,263000,672
DC9,2012,unauthorised,Unauthorised Expenditure,4817000,673
DC9,2012,irregular,Irregular Expenditure,2145000,674
DC9,2012,fruitless,Fruitless and Wasteful Expenditure,,675
NW371,2012,unauthorised,Unauthorised Expenditure,,676
NW371,2012,irregular,Irregular Expenditure,22441000,677
NW371,2012,fruitless,Fruitless and Wasteful Expenditure,86000,678
NW372,2012,unauthorised,Unauthorised Expenditure,18287000,679
NW372,2012,irregular,Irregular Expenditure,14624000,680
NW372,2012,fruitless,Fruitless and Wasteful Expenditure,2073000,681
NW373,2012,unauthorised,Unauthorised Expenditure,449811000,682
NW373,2012,irregular,Irregular Expenditure,73467000,683
NW373,2012,fruitless,Fruitless and Wasteful Expenditure,,684
NW374,2012,unauthorised,Unauthorised Expenditure,,685
NW374,2012,irregular,Irregular Expenditure,,686
NW374,2012,fruitless,Fruitless and Wasteful Expenditure,43000,687
NW375,2012,unauthorised,Unauthorised Expenditure,17287000,688
NW375,2012,irregular,Irregular Expenditure,185138000,689
NW375,2012,fruitless,Fruitless and Wasteful Expenditure,10283000,690
DC37,2012,unauthorised,Unauthorised Expenditure,8424000,691
DC37,2012,irregular,Irregular Expenditure,3050000,692
DC37,2012,fruitless,Fruitless and Wasteful Expenditure,529000,693
NW381,2012,unauthorised,Unauthorised Expenditure,8107000,694
NW381,2012,irregular,Irregular Expenditure,9933000,695
NW381,2012,fruitless,Fruitless and Wasteful Expenditure,,696
NW382,2012,unauthorised,Unauthorised Expenditure,11234000,697
NW382,2012,irregular,Irregular Expenditure,129000,698
NW382,2012,fruitless,Fruitless and Wasteful Expenditure,467000,699
NW383,2012,unauthorised,Unauthorised Expenditure,24352000,700
NW383,2012,irregular,Irregular Expenditure,23105000,701
NW383,2012,fruitless,Fruitless and Wasteful Expenditure,51000,702
NW384,2012,unauthorised,Unauthorised Expenditure,423000,703
NW384,2012,irregular,Irregular Expenditure,,704
NW384,2012,fruitless,Fruitless and Wasteful Expenditure,,705
NW385,2012,unauthorised,Unauthorised Expenditure,38917282000,706
NW385,2012,irregular,Irregular Expenditure,376824000,707
NW385,2012,fruitless,Fruitless and Wasteful Expenditure,3768000,708
DC38,2012,unauthorised,Unauthorised Expenditure,145646000,709
DC38,2012,irregular,Irregular Expenditure,59089000,710
DC38,2012,fruitless,Fruitless and Wasteful Expenditure,49000,711
NW392,2012,unauthorised,Unauthorised Expenditure,55844000,712
NW392,2012,irregular,Irregular Expenditure,14359000,713
NW392,2012,fruitless,Fruitless and Wasteful Expenditure,44925000,714
NW393,2012,unauthorised,Unauthorised Expenditure,29861000,715
NW393,2012,irregular,Irregular Expenditure,6381000,716
NW393,2012,fruitless,Fruitless and Wasteful Expenditure,3298000,717
NW394,2012,unauthorised,Unauthorised Expenditure,,718
NW394,2012,irregular,Irregular Expenditure,905000,719
NW394,2012,fruitless,Fruitless and Wasteful Expenditure,,720
NW396,2012,unauthorised,Unauthorised Expenditure,61311000,721
NW396,2012,irregular,Irregular Expenditure,,722
NW396,2012,fruitless,Fruitless and Wasteful Expenditure,4282000,723
NW397,2012,unauthorised,Unauthorised Expenditure,,724
NW397,2012,irregular,Irregular Expenditure,,725
NW397,2012,fruitless,Fruitless and Wasteful Expenditure,,726
DC39,2012,unauthorised,Unauthorised Expenditure,232581000,727
DC39,2012,irregular,Irregular Expenditure,16509000,728
DC39,2012,fruitless,Fruitless and Wasteful Expenditure,,729
NW401,2012,unauthorised,Unauthorised Expenditure,11629000,730
NW401,2012,irregular,Irregular Expenditure,35924000,731
NW401,2012,fruitless,Fruitless and Wasteful Expenditure,9757000,732
NW402,2012,unauthorised,Unauthorised Expenditure,235935000,733
NW402,2012,irregular,Irregular Expenditure,315546000,734
NW402,2012,fruitless,Fruitless and Wasteful Expenditure,4264000,735
NW403,2012,unauthorised,Unauthorised Expenditure,481003000,736
NW403,2012,irregular,Irregular Expenditure,33898000,737
NW403,2012,fruitless,Fruitless and Wasteful Expenditure,15408000,738
NW404,2012,unauthorised,Unauthorised Expenditure,,739
NW404,2012,irregular,Irregular Expenditure,,740
NW404,2012,fruitless,Fruitless and Wasteful Expenditure,8913000,741
DC40,2012,unauthorised,Unauthorised Expenditure,,742
DC40,2012,irregular,Irregular Expenditure,9952000,743
DC40,2012,fruitless,Fruitless and Wasteful Expenditure,3374000,744
CPT,2012,unauthorised,Unauthorised Expenditure,0,745
CPT,2012,irregular,Irregular Expenditure,14915000,746
CPT,2012,fruitless,Fruitless and Wasteful Expenditure,0,747
WC011,2012,unauthorised,Unauthorised Expenditure,0,748
WC011,2012,irregular,Irregular Expenditure,39136000,749
WC011,2012,fruitless,Fruitless and Wasteful Expenditure,0,750
WC012,2012,unauthorised,Unauthorised Expenditure,55116000,751
WC012,2012,irregular,Irregular Expenditure,91000,752
WC012,2012,fruitless,Fruitless and Wasteful Expenditure,0,753
WC013,2012,unauthorised,Unauthorised Expenditure,27603000,754
WC013,2012,irregular,Irregular Expenditure,1495000,755
WC013,2012,fruitless,Fruitless and Wasteful Expenditure,0,756
WC014,2012,unauthorised,Unauthorised Expenditure,0,757
WC014,2012,irregular,Irregular Expenditure,1032000,758
WC014,2012,fruitless,Fruitless and Wasteful Expenditure,2577000,759
